TradeID,UTI,UPI,ActionType,EventDate,ExecutionTimestamp,ProductType,AssetClass,Counterparty1LEI,Counterparty2LEI,NotionalAmount,Currency,MaturityDate,ClearingObligation,Cleared,ReportingTimestamp
VAR2-R015-FAIL,724500ABCDEFGH12481060,EQUITYOPT001,NEWT,2026-11-16,2026-11-16T09:00:00Z,Swap,,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,2837500,USD,2031-11-15,Y,Y,2026-11-16T09:30:00Z
VAR2-R016-PASS,724500ABCDEFGH12481062,IRSFIXFLT001,NEWT,2026-11-17,2026-11-17T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,2860000,USD,2031-11-16,Y,Y,2026-11-17T09:30:00Z
VAR2-R016-FAIL,724500ABCDEFGH12481064,IRSFIXFLT001,NEWT,2026-11-18,2026-11-18T09:00:00Z,Swap,IR,724500ABCDEFGH123474,724500ABCDEFGH123474,2860000,USD,2031-11-17,Y,Y,2026-11-18T09:30:00Z
VAR2-R017-PASS,724500ABCDEFGH12481066,IRSFIXFLT002,NEWT,2026-11-19,2026-11-19T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,2882500,USD,2031-11-18,Y,Y,2026-11-19T09:30:00Z
VAR2-R017-FAIL,724500ABCDEFGH12481068,IRSFIXFLT002,NEWT,2026-11-20,2026-11-20T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,0,USD,2031-11-19,Y,Y,2026-11-20T09:30:00Z
VAR2-R018-PASS,724500ABCDEFGH12481070,IRSOISUSD001,NEWT,2026-11-23,2026-11-23T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,2905000,USD,2031-11-22,Y,Y,2026-11-23T09:30:00Z
VAR2-R018-FAIL,724500ABCDEFGH12481072,IRSOISUSD001,NEWT,2026-11-24,2026-11-24T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,2905000,USD,2201-11-24,Y,Y,2026-11-24T09:30:00Z
VAR2-R019-PASS,724500ABCDEFGH12481074,IRSOISUSD001,NEWT,2026-11-25,2026-11-25T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,2927500,USD,2031-11-24,Y,Y,2026-11-25T09:30:00Z
VAR2-R019-FAIL,,IRSOISUSD001,NEWT,2026-11-26,2026-11-26T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,2927500,USD,2031-11-25,Y,Y,2026-11-26T09:30:00Z
VAR2-R020-PASS,724500ABCDEFGH12481078,EQUITYOPT001,NEWT,2026-11-27,2026-11-27T09:00:00Z,Swap,EQ,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,2950000,USD,2031-11-26,Y,Y,2026-11-27T09:30:00Z
VAR2-R020-FAIL,724500ABCDEFGH12481080,COMMODSWP002,NEWT,2026-11-30,2026-11-30T09:00:00Z,Option,EQ,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,2950000,USD,2031-11-29,Y,Y,2026-11-30T09:30:00Z
VAR2-R021-PASS-1-NEWT,724500ABCDEFGH12481082,IRSFIXFLT002,NEWT,2026-12-01,2026-12-01T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,2995000,USD,2031-11-30,Y,Y,2026-12-01T09:30:00Z
VAR2-R021-PASS-2-MODI,724500ABCDEFGH12481082,IRSFIXFLT002,MODI,2026-12-02,2026-12-02T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3017500,USD,2031-11-30,Y,Y,2026-12-02T09:30:00Z
VAR2-R022-PASS-1-NEWT,724500ABCDEFGH12481084,IRSFIXFLT002,NEWT,2026-12-03,2026-12-03T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3017500,USD,2031-12-02,Y,Y,2026-12-03T09:30:00Z
VAR2-R022-PASS-2-CORR,724500ABCDEFGH12481084,IRSFIXFLT002,CORR,2026-12-04,2026-12-04T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3040000,USD,2031-12-02,Y,Y,2026-12-04T09:30:00Z
VAR2-R023-PASS-1-NEWT,724500ABCDEFGH12481086,IRSFIXFLT001,NEWT,2026-12-07,2026-12-07T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3040000,USD,2031-12-06,Y,Y,2026-12-07T09:30:00Z
VAR2-R023-PASS-2-MODI,724500ABCDEFGH12481086,IRSFIXFLT001,MODI,2026-12-08,2026-12-08T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3062500,USD,2031-12-06,Y,Y,2026-12-08T09:30:00Z
VAR2-R023-PASS-3-MODI,724500ABCDEFGH12481086,IRSFIXFLT001,MODI,2026-12-09,2026-12-09T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3085000,USD,2031-12-06,Y,Y,2026-12-09T09:30:00Z
VAR2-R023-PASS-4-CORR,724500ABCDEFGH12481086,IRSFIXFLT001,CORR,2026-12-10,2026-12-10T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3107500,USD,2031-12-06,Y,Y,2026-12-10T09:30:00Z
VAR2-R024-FAIL-ORPHAN-MODI,724500ABCDEFGH12481088,IRSFIXFLT002,MODI,2026-12-11,2026-12-11T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3040000,USD,2031-12-10,Y,Y,2026-12-11T09:30:00Z
VAR2-R025-FAIL-1-NEWT,724500ABCDEFGH12481090,IRSFIXFLT002,NEWT,2026-12-14,2026-12-14T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3062500,USD,2031-12-13,Y,Y,2026-12-14T09:30:00Z
VAR2-R025-FAIL-2-NEWT-DUP,724500ABCDEFGH12481090,IRSFIXFLT002,NEWT,2026-12-15,2026-12-15T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3062500,USD,2031-12-13,Y,Y,2026-12-15T09:30:00Z
VAR2-R026-PASS,724500ABCDEFGH12481092,IRSOISUSD001,NEWT,2026-12-16,2026-12-16T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3085000,USD,2031-12-15,Y,Y,2026-12-16T09:30:00Z
VAR2-R026-WARN,724500ABCDEFGH12481094,IRSOISUSD001,NEWT,2026-12-17,2026-12-17T09:00:00Z,Swap,IR,529900RENEWALDUE0155,894500ZZTOPCOUNTER01,2522500,USD,2031-12-16,Y,Y,2026-12-17T09:30:00Z
VAR2-R027-PASS,724500ABCDEFGH12481096,IRSOISUSD001,NEWT,2026-12-18,2026-12-18T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3107500,USD,2031-12-17,Y,Y,2026-12-18T09:30:00Z
VAR2-R027-WARN,724500ABCDEFGH12481098,IRSOISUSD001,NEWT,2026-12-21,2026-12-21T09:00:00Z,Swap,IR,724500ABCDEFGH123474,788500LAPSEDLEI00087,2522500,USD,2031-12-20,Y,Y,2026-12-21T09:30:00Z
VAR2-R028-PASS,724500ABCDEFGH12481100,IRSOISUSD001,NEWT,2026-12-22,2026-12-22T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3130000,USD,2031-12-21,Y,Y,2026-12-22T09:30:00Z
VAR2-R028-WARN,724500ABCDEFGH12481102,IRSOISUSD001,NEWT,2026-12-23,2026-12-23T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,2250000000,USD,2031-12-22,Y,Y,2026-12-23T09:30:00Z
VAR2-R029-PASS,724500ABCDEFGH12481104,IRSOISUSD001,NEWT,2026-12-24,2026-12-24T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3152500,USD,2031-12-23,Y,Y,2026-12-24T09:30:00Z
VAR2-R029-WARN,724500ABCDEFGH12481106,IRSOISUSD001,NEWT,2026-12-25,2026-12-25T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,2522500,DEM,2031-12-24,Y,Y,2026-12-25T09:30:00Z
VAR2-R030-PASS,724500ABCDEFGH12481108,IRSFIXFLT001,NEWT,2026-12-28,2026-12-28T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3175000,USD,2031-12-27,Y,Y,2026-12-28T09:30:00Z
VAR2-R030-WARN,724500ABCDEFGH12481110,OTHEXOTIC001,NEWT,2026-12-29,2026-12-29T09:00:00Z,Swap,OT,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,2522500,USD,2031-12-28,Y,Y,2026-12-29T09:30:00Z
VAR2-R031-PASS,724500ABCDEFGH12481112,IRSOISUSD001,NEWT,2026-12-30,2026-12-30T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3197500,USD,2031-12-29,Y,Y,2026-12-30T09:30:00Z
VAR2-R031-WARN,724500ABCDEFGH12481114,IRSOISUSD001,NEWT,2026-12-31,2026-12-31T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,2522500,USD,2031-12-30,Y,Y,2027-01-03T09:30:00Z
VAR2-BASE-0001,724500ABCDEFGH12481116,CREDITCDS002,NEWT,2027-01-01,2027-01-01T09:00:00Z,Swap,CR,894500ZZTOPCOUNTER01,724500ABCDEFGH123474,2598175.0,EUR,2031-12-31,Y,Y,2027-01-01T09:30:00Z
VAR2-BASE-0002,724500ABCDEFGH12481118,EQUITYSWP001,NEWT,2027-01-04,2027-01-04T09:00:00Z,Swap,EQ,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,2697700.0,GBP,2032-01-03,Y,Y,2027-01-04T09:30:00Z
VAR2-BASE-0003,724500ABCDEFGH12481120,FXFWDGBPUSD1,NEWT,2027-01-05,2027-01-05T09:00:00Z,Swap,CU,894500ZZTOPCOUNTER01,724500ABCDEFGH123474,2798575.0,JPY,2032-01-04,Y,Y,2027-01-05T09:30:00Z
VAR2-BASE-0004,724500ABCDEFGH12481122,COMMODSWP001,NEWT,2027-01-06,2027-01-06T09:00:00Z,Swap,CO,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,2900800.0,CHF,2032-01-05,Y,Y,2027-01-06T09:30:00Z
VAR2-BASE-0005,724500ABCDEFGH12481124,IRSFIXFLT001,NEWT,2027-01-08,2027-01-08T09:00:00Z,Swap,IR,894500ZZTOPCOUNTER01,724500ABCDEFGH123474,3004375.0,SEK,2032-01-07,Y,Y,2027-01-08T09:30:00Z
VAR2-BASE-0006,724500ABCDEFGH12481126,CREDITCDS002,NEWT,2027-01-11,2027-01-11T09:00:00Z,Swap,CR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3109300.0,NOK,2032-01-10,Y,Y,2027-01-11T09:30:00Z
VAR2-BASE-0007,724500ABCDEFGH12481128,EQUITYOPT001,NEWT,2027-01-12,2027-01-12T09:00:00Z,Swap,EQ,894500ZZTOPCOUNTER01,724500ABCDEFGH123474,2657500.0,USD,2032-01-11,Y,Y,2027-01-12T09:30:00Z
VAR2-BASE-0008,724500ABCDEFGH12481130,FXFWDUSDEUR1,NEWT,2027-01-13,2027-01-13T09:00:00Z,Swap,CU,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,2760400.0,EUR,2032-01-12,Y,Y,2027-01-13T09:30:00Z
VAR2-BASE-0009,724500ABCDEFGH12481132,COMMODSWP001,NEWT,2027-01-14,2027-01-14T09:00:00Z,Swap,CO,894500ZZTOPCOUNTER01,724500ABCDEFGH123474,2864650.0,GBP,2032-01-13,Y,Y,2027-01-14T09:30:00Z
VAR2-BASE-0010,724500ABCDEFGH12481134,IRSFIXFLT001,NEWT,2027-01-15,2027-01-15T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,2970250.0,JPY,2032-01-14,Y,Y,2027-01-15T09:30:00Z
VAR2-BASE-0011,724500ABCDEFGH12481136,CREDITCDS001,NEWT,2027-01-18,2027-01-18T09:00:00Z,Swap,CR,894500ZZTOPCOUNTER01,724500ABCDEFGH123474,3077200.0,CHF,2032-01-17,Y,Y,2027-01-18T09:30:00Z
VAR2-BASE-0012,724500ABCDEFGH12481138,EQUITYOPT001,NEWT,2027-01-19,2027-01-19T09:00:00Z,Swap,EQ,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3185500.0,SEK,2032-01-18,Y,Y,2027-01-19T09:30:00Z
VAR2-BASE-0013,724500ABCDEFGH12481140,FXFWDGBPUSD1,NEWT,2027-01-20,2027-01-20T09:00:00Z,Swap,CU,894500ZZTOPCOUNTER01,724500ABCDEFGH123474,3295150.0,NOK,2032-01-19,Y,Y,2027-01-20T09:30:00Z
VAR2-BASE-0014,724500ABCDEFGH12481142,COMMODSWP002,NEWT,2027-01-21,2027-01-21T09:00:00Z,Swap,CO,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,2815000.0,USD,2032-01-20,Y,Y,2027-01-21T09:30:00Z
VAR2-BASE-0015,724500ABCDEFGH12481144,IRSFIXFLT002,NEWT,2027-01-22,2027-01-22T09:00:00Z,Swap,IR,894500ZZTOPCOUNTER01,724500ABCDEFGH123474,2922625.0,EUR,2032-01-21,Y,Y,2027-01-22T09:30:00Z
VAR2-BASE-0016,724500ABCDEFGH12481146,CREDITCDS001,NEWT,2027-01-25,2027-01-25T09:00:00Z,Swap,CR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3031600.0,GBP,2032-01-24,Y,Y,2027-01-25T09:30:00Z
VAR2-BASE-0017,724500ABCDEFGH12481148,EQUITYOPT001,NEWT,2027-01-26,2027-01-26T09:00:00Z,Swap,EQ,894500ZZTOPCOUNTER01,724500ABCDEFGH123474,3141925.0,JPY,2032-01-25,Y,Y,2027-01-26T09:30:00Z
VAR2-BASE-0018,724500ABCDEFGH12481150,FXFWDUSDEUR1,NEWT,2027-01-28,2027-01-28T09:00:00Z,Swap,CU,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3253600.0,CHF,2032-01-27,Y,Y,2027-01-28T09:30:00Z
VAR2-BASE-0019,724500ABCDEFGH12481152,COMMODSWP002,NEWT,2027-01-29,2027-01-29T09:00:00Z,Swap,CO,894500ZZTOPCOUNTER01,724500ABCDEFGH123474,3366625.0,SEK,2032-01-28,Y,Y,2027-01-29T09:30:00Z
VAR2-BASE-0020,724500ABCDEFGH12481154,IRSOISUSD001,NEWT,2027-02-01,2027-02-01T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3481000.0,NOK,2032-01-31,Y,Y,2027-02-01T09:30:00Z
VAR2-BASE-0021,724500ABCDEFGH12481156,CREDITCDS002,NEWT,2027-02-02,2027-02-02T09:00:00Z,Swap,CR,894500ZZTOPCOUNTER01,724500ABCDEFGH123474,2972500.0,USD,2032-02-01,Y,Y,2027-02-02T09:30:00Z
VAR2-BASE-0022,724500ABCDEFGH12481158,EQUITYOPT001,NEWT,2027-02-03,2027-02-03T09:00:00Z,Swap,EQ,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3084850.0,EUR,2032-02-02,Y,Y,2027-02-03T09:30:00Z
VAR2-BASE-0023,724500ABCDEFGH12481160,FXFWDGBPUSD1,NEWT,2027-02-04,2027-02-04T09:00:00Z,Swap,CU,894500ZZTOPCOUNTER01,724500ABCDEFGH123474,3198550.0,GBP,2032-02-03,Y,Y,2027-02-04T09:30:00Z
VAR2-BASE-0024,724500ABCDEFGH12481162,COMMODSWP001,NEWT,2027-02-05,2027-02-05T09:00:00Z,Swap,CO,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3313600.0,JPY,2032-02-04,Y,Y,2027-02-05T09:30:00Z
VAR2-BASE-0025,724500ABCDEFGH12481164,IRSOISUSD001,NEWT,2027-02-08,2027-02-08T09:00:00Z,Swap,IR,894500ZZTOPCOUNTER01,724500ABCDEFGH123474,3430000.0,CHF,2032-02-07,Y,Y,2027-02-08T09:30:00Z
VAR2-BASE-0026,724500ABCDEFGH12481166,CREDITCDS001,NEWT,2027-02-09,2027-02-09T09:00:00Z,Swap,CR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3547750.0,SEK,2032-02-08,Y,Y,2027-02-09T09:30:00Z
VAR2-BASE-0027,724500ABCDEFGH12481168,EQUITYSWP001,NEWT,2027-02-10,2027-02-10T09:00:00Z,Swap,EQ,894500ZZTOPCOUNTER01,724500ABCDEFGH123474,3666850.0,NOK,2032-02-09,Y,Y,2027-02-10T09:30:00Z
VAR2-BASE-0028,724500ABCDEFGH12481170,FXFWDGBPUSD1,NEWT,2027-02-12,2027-02-12T09:00:00Z,Swap,CU,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3130000.0,USD,2032-02-11,Y,Y,2027-02-12T09:30:00Z
VAR2-BASE-0029,724500ABCDEFGH12481172,COMMODSWP002,NEWT,2027-02-15,2027-02-15T09:00:00Z,Swap,CO,894500ZZTOPCOUNTER01,724500ABCDEFGH123474,3247075.0,EUR,2032-02-14,Y,Y,2027-02-15T09:30:00Z
VAR2-BASE-0030,724500ABCDEFGH12481174,IRSFIXFLT001,NEWT,2027-02-17,2027-02-17T09:00:00Z,Swap,IR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3365500.0,GBP,2032-02-16,Y,Y,2027-02-17T09:30:00Z
VAR2-BASE-0031,724500ABCDEFGH12481176,CREDITCDS002,NEWT,2027-02-18,2027-02-18T09:00:00Z,Swap,CR,894500ZZTOPCOUNTER01,724500ABCDEFGH123474,3485275.0,JPY,2032-02-17,Y,Y,2027-02-18T09:30:00Z
VAR2-BASE-0032,724500ABCDEFGH12481178,EQUITYSWP001,NEWT,2027-02-22,2027-02-22T09:00:00Z,Swap,EQ,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3606400.0,CHF,2032-02-21,Y,Y,2027-02-22T09:30:00Z
VAR2-BASE-0033,724500ABCDEFGH12481180,FXFWDUSDEUR1,NEWT,2027-02-24,2027-02-24T09:00:00Z,Swap,CU,894500ZZTOPCOUNTER01,724500ABCDEFGH123474,3728875.0,SEK,2032-02-23,Y,Y,2027-02-24T09:30:00Z
VAR2-BASE-0034,724500ABCDEFGH12481182,COMMODSWP001,NEWT,2027-02-26,2027-02-26T09:00:00Z,Swap,CO,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3852700.0,NOK,2032-02-25,Y,Y,2027-02-26T09:30:00Z
VAR2-BASE-0035,724500ABCDEFGH12481184,IRSOISUSD001,NEWT,2027-03-01,2027-03-01T09:00:00Z,Swap,IR,894500ZZTOPCOUNTER01,724500ABCDEFGH123474,3287500.0,USD,2032-02-28,Y,Y,2027-03-01T09:30:00Z
VAR2-BASE-0036,724500ABCDEFGH12481186,CREDITCDS001,NEWT,2027-03-02,2027-03-02T09:00:00Z,Swap,CR,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3409300.0,EUR,2032-02-29,Y,Y,2027-03-02T09:30:00Z
VAR2-BASE-0037,724500ABCDEFGH12481188,EQUITYOPT001,NEWT,2027-03-03,2027-03-03T09:00:00Z,Swap,EQ,894500ZZTOPCOUNTER01,724500ABCDEFGH123474,3532450.0,GBP,2032-03-01,Y,Y,2027-03-03T09:30:00Z
VAR2-BASE-0038,724500ABCDEFGH12481190,FXFWDUSDEUR1,NEWT,2027-03-04,2027-03-04T09:00:00Z,Swap,CU,724500ABCDEFGH123474,894500ZZTOPCOUNTER01,3656950.0,JPY,2032-03-02,Y,Y,2027-03-04T09:30:00Z
