TradeID,UTI,UPI,ActionType,EventDate,ExecutionTimestamp,ProductType,AssetClass,Counterparty1LEI,Counterparty2LEI,NotionalAmount,Currency,MaturityDate,ClearingObligation,Cleared,ReportingTimestamp
TRD-R007-PASS,5493001KJTIIGC8Y1R12481350,IRSFIXFLT001,NEWT,2026-02-16,2026-02-16T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-03-10,Y,Y,2026-02-16T09:30:00Z
TRD-R007-FAIL,5493001KJTIIGC8Y1R12481351,IRSFIXFLT001,NEWT,2026-02-16,2026-02-16T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031/03/10,Y,Y,2026-02-16T09:30:00Z
TRD-R008-PASS,5493001KJTIIGC8Y1R12481352,IRSFIXFLT001,NEWT,2026-02-17,2026-02-17T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-02-17,Y,Y,2026-02-10T09:30:00Z
TRD-R008-FAIL,5493001KJTIIGC8Y1R12481353,IRSFIXFLT001,NEWT,2026-02-18,2026-02-18T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-02-18,Y,Y,10-02-2026 09:30
TRD-R009-PASS,5493001KJTIIGC8Y1R12481354,IRSFIXFLT001,NEWT,2026-02-19,2026-02-19T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-02-19,Y,Y,2026-02-19T09:30:00Z
TRD-R009-FAIL,5493001KJTIIGC8Y1R12481355,IRSFIXFLT001,XX,2026-02-20,2026-02-20T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-02-20,Y,Y,2026-02-20T09:30:00Z
TRD-R010-PASS,5493001KJTIIGC8Y1R12481356,FXFWDUSDEUR1,NEWT,2026-02-23,2026-02-23T09:00:00Z,Swap,CU,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-02-24,Y,Y,2026-02-23T09:30:00Z
TRD-R010-FAIL,5493001KJTIIGC8Y1R12481357,FXFWDUSDEUR1,NEWT,2026-02-23,2026-02-23T09:00:00Z,Swap,FX,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-02-24,Y,Y,2026-02-23T09:30:00Z
TRD-R011-PASS,5493001KJTIIGC8Y1R12481348,IRSFIXFLT001,NEWT,2026-02-23,2026-02-23T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-02-24,Y,Y,2026-02-23T09:30:00Z
TRD-R011-FAIL,,IRSFIXFLT001,NEWT,2026-02-24,2026-02-24T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-02-24,Y,Y,2026-02-24T09:30:00Z
TRD-R012-PASS,5493001KJTIIGC8Y1R12481360,IRSFIXFLT001,NEWT,2026-02-25,2026-02-25T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-02-25,Y,Y,2026-02-25T09:30:00Z
TRD-R012-FAIL,5493001KJTIIGC8Y1R12481361,,NEWT,2026-02-26,2026-02-26T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-02-26,Y,Y,2026-02-26T09:30:00Z
TRD-R013-PASS,5493001KJTIIGC8Y1R12481362,IRSFIXFLT001,NEWT,2026-02-27,2026-02-27T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-02-27,Y,Y,2026-02-27T09:30:00Z
TRD-R013-FAIL,5493001KJTIIGC8Y1R12481363,IRSFIXFLT001,NEWT,2026-03-02,2026-03-02T09:00:00Z,Swap,IR,,213800D1EI4B9WTWWD28,1000000,USD,2031-03-03,Y,Y,2026-03-02T09:30:00Z
TRD-R014-PASS,5493001KJTIIGC8Y1R12481364,IRSFIXFLT001,NEWT,2026-03-02,2026-03-02T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-03-03,Y,Y,2026-03-02T09:30:00Z
TRD-R014-FAIL,5493001KJTIIGC8Y1R12481365,IRSFIXFLT001,NEWT,2026-03-02,2026-03-02T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,,1000000,USD,2031-03-03,Y,Y,2026-03-02T09:30:00Z
TRD-R015-PASS,5493001KJTIIGC8Y1R12481366,IRSFIXFLT001,NEWT,2026-03-03,2026-03-03T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,2000000,USD,2031-03-03,Y,Y,2026-03-03T09:30:00Z
TRD-R015-FAIL,5493001KJTIIGC8Y1R12481367,IRSFIXFLT001,NEWT,2026-03-04,2026-03-04T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,,USD,2031-03-04,Y,Y,2026-03-04T09:30:00Z
TRD-R016-PASS,5493001KJTIIGC8Y1R12481368,IRSFIXFLT001,NEWT,2026-03-05,2026-03-05T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,GBP,2031-03-05,Y,Y,2026-03-05T09:30:00Z
TRD-R016-FAIL,5493001KJTIIGC8Y1R12481369,IRSFIXFLT001,NEWT,2026-03-06,2026-03-06T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,,2031-03-06,Y,Y,2026-03-06T09:30:00Z
TRD-R017-PASS,5493001KJTIIGC8Y1R12481370,IRSFIXFLT001,NEWT,2026-03-09,2026-03-09T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2032-04-01,Y,Y,2026-03-09T09:30:00Z
TRD-R017-FAIL,5493001KJTIIGC8Y1R12481371,IRSFIXFLT001,NEWT,2026-03-09,2026-03-09T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,,Y,Y,2026-03-09T09:30:00Z
TRD-R018-PASS,5493001KJTIIGC8Y1R12481372,IRSFIXFLT001,NEWT,2026-03-09,2026-03-09T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-03-10,Y,Y,2026-02-12T09:15:00Z
TRD-R018-FAIL,5493001KJTIIGC8Y1R12481373,IRSFIXFLT001,NEWT,2026-03-10,2026-03-10T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-03-10,Y,Y,
TRD-R019-PASS,5493001KJTIIGC8Y1R12481374,IRSFIXFLT001,NEWT,2026-03-11,2026-03-11T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-03-11,Y,Y,2026-03-11T09:30:00Z
TRD-R019-FAIL,5493001KJTIIGC8Y1R12481375,IRSFIXFLT001,,2026-03-12,2026-03-12T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-03-12,Y,Y,2026-03-12T09:30:00Z
TRD-R020-PASS,5493001KJTIIGC8Y1R12481376,EQUITYOPT001,NEWT,2026-03-13,2026-03-13T09:00:00Z,Swap,EQ,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-03-13,Y,Y,2026-03-13T09:30:00Z
TRD-R020-FAIL,5493001KJTIIGC8Y1R12481377,EQUITYOPT001,NEWT,2026-03-16,2026-03-16T09:00:00Z,Swap,,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-03-17,Y,Y,2026-03-16T09:30:00Z
TRD-R021-PASS-1-NEWT,5493001KJTIIGC8Y1R12258358,IRSFIXFLT001,NEWT,2026-03-16,2026-03-16T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-03-17,Y,Y,2026-03-16T09:30:00Z
TRD-R021-PASS-2-MODI,5493001KJTIIGC8Y1R12258358,IRSFIXFLT001,MODI,2026-03-16,2026-03-16T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-03-17,Y,Y,2026-03-16T09:30:00Z
TRD-R021-FAIL-1-NEWT,5493001KJTIIGC8Y1R12258436,IRSFIXFLT001,NEWT,2026-03-17,2026-03-17T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-03-17,Y,Y,2026-03-17T09:30:00Z
TRD-R021-FAIL-2-MODI-UTI-CHANGED,5493001KJTIIGC8Y1R12258437,IRSFIXFLT001,MODI,2026-03-18,2026-03-17T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-03-18,Y,Y,2026-03-18T09:30:00Z
TRD-R022-PASS,5493001KJTIIGC8Y1R12481382,CREDITCDS001,NEWT,2026-03-19,2026-03-19T09:00:00Z,Swap,CR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-03-19,Y,Y,2026-03-19T09:30:00Z
TRD-R022-FAIL,5493001KJTIIGC8Y1R12481383,ZZZUNKNOWN01,NEWT,2026-03-20,2026-03-20T09:00:00Z,Swap,CR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-03-20,Y,Y,2026-03-20T09:30:00Z
TRD-R023-PASS,5493001KJTIIGC8Y1R12481384,IRSFIXFLT001,NEWT,2026-03-23,2026-03-23T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-03-24,Y,Y,2026-03-23T09:30:00Z
TRD-R023-FAIL,5493001KJTIIGC8Y1R12481385,IRSFIXFLT001,NEWT,2026-03-23,2026-03-23T09:00:00Z,Swap,IR,969500RETIREDLEI0035,213800D1EI4B9WTWWD28,1000000,USD,2031-03-24,Y,Y,2026-03-23T09:30:00Z
TRD-R024-PASS,5493001KJTIIGC8Y1R12481386,IRSFIXFLT001,NEWT,2026-03-23,2026-03-23T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-03-24,Y,Y,2026-03-23T09:30:00Z
TRD-R024-FAIL,5493001KJTIIGC8Y1R12481387,IRSFIXFLT001,NEWT,2026-03-24,2026-03-24T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,969500RETIREDLEI0035,1000000,USD,2031-03-24,Y,Y,2026-03-24T09:30:00Z
TRD-R025-PASS,5493001KJTIIGC8Y1R12481388,IRSFIXFLT001,NEWT,2026-03-25,2026-03-25T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,500000,EUR,2031-03-25,Y,Y,2026-03-25T09:30:00Z
TRD-R025-FAIL,5493001KJTIIGC8Y1R12481389,IRSFIXFLT001,NEWT,2026-03-26,2026-03-26T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,500000,,2031-03-26,Y,Y,2026-03-26T09:30:00Z
TRD-R026-PASS,5493001KJTIIGC8Y1R12481390,IRSFIXFLT001,NEWT,2026-03-27,2026-03-27T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,JPY,2031-03-27,Y,Y,2026-03-27T09:30:00Z
TRD-R026-FAIL,5493001KJTIIGC8Y1R12481391,IRSFIXFLT001,NEWT,2026-03-30,2026-03-30T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,DEM,2031-03-31,Y,Y,2026-03-30T09:30:00Z
TRD-R027-PASS,5493001KJTIIGC8Y1R12481392,IRSFIXFLT001,NEWT,2026-03-30,2026-03-30T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-03-31,Y,Y,2026-03-30T09:30:00Z
TRD-R027-FAIL,5493001KJTIIGC8Y1R12481393,IRSFIXFLT001,NEWT,2026-03-30,2026-03-30T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2020-01-01,Y,Y,2026-03-30T09:30:00Z
TRD-R028-PASS,5493001KJTIIGC8Y1R12481394,IRSFIXFLT001,NEWT,2026-03-31,2026-03-31T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-03-31,Y,Y,2026-03-31T09:30:00Z
TRD-R028-FAIL,5493001KJTIIGC8Y1R12481395,IRSFIXFLT001,NEWT,2026-04-01,2026-03-05T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-04-01,Y,Y,2026-03-04T09:00:00Z
TRD-R029-PASS-1-NEWT,5493001KJTIIGC8Y1R12369366,IRSFIXFLT001,NEWT,2026-04-02,2026-04-02T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-04-02,Y,Y,2026-04-02T09:30:00Z
TRD-R029-PASS-2-CORR,5493001KJTIIGC8Y1R12369366,IRSFIXFLT001,CORR,2026-04-03,2026-04-02T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-04-03,Y,Y,2026-04-03T09:30:00Z
TRD-R029-FAIL-ORPHAN-MODI,5493001KJTIIGC8Y1R12369436,IRSFIXFLT001,MODI,2026-04-06,2026-04-06T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-04-07,Y,Y,2026-04-06T09:30:00Z
TRD-R030-PASS,5493001KJTIIGC8Y1R12481399,CREDITCDS001,NEWT,2026-04-06,2026-04-06T09:00:00Z,Swap,CR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-04-07,Y,Y,2026-04-06T09:30:00Z
TRD-R030-FAIL,5493001KJTIIGC8Y1R12481400,EQUITYOPT001,NEWT,2026-04-06,2026-04-06T09:00:00Z,Swap,CR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-04-07,Y,Y,2026-04-06T09:30:00Z
TRD-R031-PASS,5493001KJTIIGC8Y1R12480368,IRSFIXFLT001,NEWT,2026-04-07,2026-04-07T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-04-07,Y,Y,2026-04-07T09:30:00Z
TRD-R031-FAIL-1-NEWT,5493001KJTIIGC8Y1R12481336,IRSFIXFLT001,NEWT,2026-04-08,2026-04-08T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-04-08,Y,Y,2026-04-08T09:30:00Z
TRD-R031-FAIL-2-NEWT-DUP,5493001KJTIIGC8Y1R12481336,IRSFIXFLT001,NEWT,2026-04-09,2026-04-09T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-04-09,Y,Y,2026-04-09T09:30:00Z
TRD-R032-PASS,5493001KJTIIGC8Y1R12481404,EQUITYOPT001,NEWT,2026-04-10,2026-04-10T09:00:00Z,Option,EQ,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-04-10,Y,Y,2026-04-10T09:30:00Z
TRD-R032-FAIL,5493001KJTIIGC8Y1R12481405,COMMODSWP001,NEWT,2026-04-13,2026-04-13T09:00:00Z,Option,EQ,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-04-14,Y,Y,2026-04-13T09:30:00Z
TRD-R033-PASS,5493001KJTIIGC8Y1R12481406,IRSFIXFLT001,NEWT,2026-04-13,2026-04-13T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-04-14,Y,Y,2026-04-13T09:30:00Z
TRD-R033-FAIL,5493001KJTIIGC8Y1R12481407,IRSFIXFLT001,NEWT,2026-04-13,2026-04-13T09:00:00Z,Swap,IR,724500ABCDEFGH123474,213800D1EI4B9WTWWD28,1000000,USD,2031-04-14,Y,Y,2026-04-13T09:30:00Z
TRD-R034-PASS,5493001KJTIIGC8Y1R12481408,IRSFIXFLT001,NEWT,2026-04-14,2026-04-14T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-04-14,Y,Y,2026-04-14T09:30:00Z
TRD-R034-FAIL,5493001KJTIIGC8Y1R12481409,IRSFIXFLT001,NEWT,2026-04-15,2026-04-15T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,1000000,USD,2031-04-15,Y,Y,2026-04-15T09:30:00Z
TRD-R035-PASS,5493001KJTIIGC8Y1R12481410,IRSFIXFLT001,NEWT,2026-04-16,2026-04-16T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,750000,USD,2031-04-16,Y,Y,2026-04-16T09:30:00Z
TRD-R035-FAIL,5493001KJTIIGC8Y1R12481411,IRSFIXFLT001,NEWT,2026-04-17,2026-04-17T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,0,USD,2031-04-17,Y,Y,2026-04-17T09:30:00Z
TRD-R036-PASS,5493001KJTIIGC8Y1R12481412,IRSFIXFLT001,NEWT,2026-04-20,2026-04-20T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-04-21,Y,Y,2026-04-20T09:30:00Z
TRD-R036-FAIL,5493001KJTIIGC8Y1R12481413,IRSFIXFLT001,NEWT,2026-04-20,2026-04-20T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,usd,2031-04-21,Y,Y,2026-04-20T09:30:00Z
TRD-R037-PASS,5493001KJTIIGC8Y1R12481414,IRSFIXFLT001,NEWT,2026-04-20,2026-04-20T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-04-21,Y,Y,2026-04-20T09:30:00Z
TRD-R037-FAIL,5493001KJTIIGC8Y1R12481415,IRSFIXFLT001,NEWT,2026-04-21,2026-03-10T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2200-03-10,Y,Y,2026-04-21T09:30:00Z
TRD-R038-PASS,5493001KJTIIGC8Y1R12481416,IRSFIXFLT001,NEWT,2026-04-22,2026-03-11T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-04-22,Y,Y,2026-03-12T08:00:00Z
TRD-R038-FAIL,5493001KJTIIGC8Y1R12481417,IRSFIXFLT001,NEWT,2026-04-23,2026-03-11T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-04-23,Y,Y,2026-03-16T08:00:00Z
TRD-R039-PASS-NOTE-SCHEMA-LIMIT,5493001KJTIIGC8Y1R12481418,IRSFIXFLT001,COMP,2026-04-24,2026-04-24T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-04-24,Y,Y,2026-04-24T09:30:00Z
TRD-R040-PASS,5493001KJTIIGC8Y1R12481419,FXFWDUSDEUR1,NEWT,2026-04-27,2026-04-27T09:00:00Z,Swap,CU,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-04-28,Y,Y,2026-04-27T09:30:00Z
TRD-R040-FAIL,5493001KJTIIGC8Y1R12481420,FXFWDUSDEUR1,NEWT,2026-04-27,2026-04-27T09:00:00Z,Swap,CU,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,,2031-04-28,Y,Y,2026-04-27T09:30:00Z
TRD-R041-PASS,5493001KJTIIGC8Y1R12592378,IRSFIXFLT001,NEWT,2026-04-27,2026-04-27T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-04-28,Y,Y,2026-04-27T09:30:00Z
TRD-R041-WARN,NOTGENERATORLEIPREFIX041,IRSFIXFLT001,NEWT,2026-04-28,2026-04-28T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-04-28,Y,Y,2026-04-28T09:30:00Z
TRD-R042-PASS,5493001KJTIIGC8Y1R12481423,IRSFIXFLT001,NEWT,2026-04-29,2026-04-29T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-04-29,Y,Y,2026-04-29T09:30:00Z
TRD-R042-WARN,5493001KJTIIGC8Y1R12481424,IRSFIXFLTOLD,NEWT,2026-04-30,2026-04-30T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-04-30,Y,Y,2026-04-30T09:30:00Z
TRD-R043-PASS,5493001KJTIIGC8Y1R12481425,IRSFIXFLT001,NEWT,2026-05-01,2026-05-01T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-05-01,Y,Y,2026-05-01T09:30:00Z
TRD-R043-WARN,5493001KJTIIGC8Y1R12481426,IRSFIXFLT001,NEWT,2026-05-04,2026-05-04T09:00:00Z,Swap,IR,529900RENEWALDUE0021,213800D1EI4B9WTWWD28,1000000,USD,2031-05-05,Y,Y,2026-05-04T09:30:00Z
TRD-R044-PASS,5493001KJTIIGC8Y1R12481427,IRSFIXFLT001,NEWT,2026-05-04,2026-05-04T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-05-05,Y,Y,2026-05-04T09:30:00Z
TRD-R044-WARN,5493001KJTIIGC8Y1R12481428,IRSFIXFLT001,NEWT,2026-05-04,2026-05-04T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,788500LAPSEDLEI00007,1000000,USD,2031-05-05,Y,Y,2026-05-04T09:30:00Z
TRD-R045-PASS,5493001KJTIIGC8Y1R12481429,IRSFIXFLT001,NEWT,2026-05-05,2026-05-05T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,5000000,USD,2031-05-05,Y,Y,2026-05-05T09:30:00Z
TRD-R045-WARN,5493001KJTIIGC8Y1R12481430,IRSFIXFLT001,NEWT,2026-05-06,2026-05-06T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,15000000000,USD,2031-05-06,Y,Y,2026-05-06T09:30:00Z
TRD-R046-PASS,5493001KJTIIGC8Y1R12481431,IRSFIXFLT001,NEWT,2026-05-07,2026-05-07T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,CHF,2031-05-07,Y,Y,2026-05-07T09:30:00Z
TRD-R046-WARN,5493001KJTIIGC8Y1R12481432,IRSFIXFLT001,NEWT,2026-05-08,2026-05-08T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,DEM,2031-05-08,Y,Y,2026-05-08T09:30:00Z
TRD-R047-PASS,5493001KJTIIGC8Y1R12481433,IRSFIXFLT001,NEWT,2026-05-11,2026-05-11T09:00:00Z,Swap,IR,5493001KJTIIGC8Y1R12,213800D1EI4B9WTWWD28,1000000,USD,2031-05-12,Y,Y,2026-05-11T09:30:00Z
